Run_ID,Response
A101D_SKIN,0
A2058_SKIN,0
A375_SKIN,0
A549_LUNG,0
AU565_BREAST,0
BT20_BREAST,0
BT474_BREAST,1
BT549_BREAST,0
C32_SKIN,0
CAL148_BREAST,0
CAL51_BREAST,0
CAL851_BREAST,0
CALU3_LUNG,1
CALU6_LUNG,1
CAMA1_BREAST,0
CJM_SKIN,1
COLO792_SKIN,1
COLO800_SKIN,0
COLO829_SKIN,1
CORL105_LUNG,0
DU4475_BREAST,1
DV90_LUNG,1
EKVX_LUNG,1
G361_SKIN,0
HCC1143_BREAST,0
HCC1195_LUNG,0
HCC1395_BREAST,0
HCC1419_BREAST,0
HCC1428_BREAST,0
HCC1500_BREAST,1
HCC1806_BREAST,0
HCC1833_LUNG,1
HCC1937_BREAST,0
HCC1954_BREAST,0
HCC202_BREAST,0
HCC2108_LUNG,0
HCC2218_BREAST,1
HCC2279_LUNG,0
HCC366_LUNG,0
HCC38_BREAST,0
HCC4006_LUNG,1
HCC44_LUNG,1
HCC78_LUNG,0
HCC827_LUNG,0
HDQP1_BREAST,0
HMC18_BREAST,1
HMCB_SKIN,1
HOP62_LUNG,1
HS294T_SKIN,0
HS578T_BREAST,1
HS688AT_FIBROBLAST,0
HS839T_FIBROBLAST,1
HS852T_SKIN,0
HS895T_FIBROBLAST,0
HS934T_FIBROBLAST,0
HS936T_SKIN,0
HS944T_SKIN,1
HT144_SKIN,1
IGR1_SKIN,0
IGR37_SKIN,0
IGR39_SKIN,0
IPC298_SKIN,0
JIMT1_BREAST,0
K029AX_SKIN,0
KPL1_BREAST,0
LOXIMVI_SKIN,0
LXF289_LUNG,0
MALME3M_SKIN,1
MCF7_BREAST,0
MDAMB157_BREAST,1
MDAMB231_BREAST,0
MDAMB361_BREAST,0
MDAMB435S_SKIN,0
MDAMB453_BREAST,1
MDAMB468_BREAST,1
MELHO_SKIN,0
MELJUSO_SKIN,0
MEWO_SKIN,1
MORCPR_LUNG,0
PC14_LUNG,0
RERFLCAD1_LUNG,0
RERFLCAD2_LUNG,0
RERFLCMS_LUNG,1
RPMI7951_SKIN,0
RVH421_SKIN,0
SH4_SKIN,1
SKBR3_BREAST,0
SKLU1_LUNG,0
SKMEL1_SKIN,1
SKMEL24_SKIN,0
SKMEL28_SKIN,1
SKMEL3_SKIN,0
SKMEL30_SKIN,0
SKMEL31_SKIN,0
SKMEL5_SKIN,1
T47D_BREAST,0
UACC257_SKIN,0
UACC62_SKIN,1
UACC812_BREAST,0
WM115_SKIN,1
WM1799_SKIN,0
WM2664_SKIN,1
WM793_SKIN,0
WM88_SKIN,1
WM983B_SKIN,0
ZR751_BREAST,0
ZR7530_BREAST,0
NCIH1395_LUNG,0
NCIH1666_LUNG,1
NCIH1755_LUNG,1
NCIH1975_LUNG,0
NCIH2087_LUNG,1
NCIH2122_LUNG,0
NCIH23_LUNG,1
NCIH358_LUNG,0
NCIH441_LUNG,0
NCIH322_LUNG,0
NCIH522_LUNG,0
NCIH647_LUNG,1
NCIH650_LUNG,0
NCIH838_LUNG,0
NCIH1355_LUNG,1
NCIH1373_LUNG,0
NCIH1435_LUNG,0
NCIH1563_LUNG,1
NCIH1568_LUNG,1
NCIH1573_LUNG,1
NCIH1623_LUNG,0
NCIH1650_LUNG,0
NCIH1693_LUNG,1
NCIH1734_LUNG,0
NCIH1792_LUNG,0
NCIH1793_LUNG,0
NCIH1838_LUNG,0
NCIH1944_LUNG,1
NCIH2009_LUNG,0
NCIH2023_LUNG,0
NCIH2030_LUNG,0
NCIH2085_LUNG,0
NCIH2126_LUNG,0
NCIH2228_LUNG,0
NCIH2291_LUNG,0
NCIH2342_LUNG,0
NCIH2405_LUNG,1
